Sample	Family	Genus_species	Count	cruisenum	site	camera	depth	lat	lon	comments	opdate_time	bruvsops_recordcreated	timeoftimeonseabed	timeofendsamplingtime	tapereader	genus	species	timefirstseen	stage	activity	timefirstfeed	timemaxnumseen	caabcode	bruvsspecies_recordcreated	status	taxa
GBISBRUVS38	Labridae	Bodianus flavipinnis	1	50.0	11.0	12.0	112.0	-37.9966	175.5412	5 m vis	39017.475694444445	39091.38791666667	39356.55417824074	39356.592314814814	Tim Langlois	Bodianus	flavipinnis	10.86666	AD	P	0.0	10.88333	37384035.0	39092.55878472222	N	Bodianus flavipinnis
GBISBRUVS38	Squalidae	Squalus megalops	2	50.0	11.0	12.0	112.0	-37.9966	175.5412	5 m vis	39017.475694444445	39091.38791666667	39356.55417824074	39356.592314814814	Tim Langlois	Squalus	megalops	13.55	AD	F	23.55	23.01666	37020006.0	39092.56670138889	N	Squalus megalops
GBISBRUVS38	Latridae	Nemadactylus macropterus	2	50.0	11.0	12.0	112.0	-37.9966	175.5412	5 m vis	39017.475694444445	39091.38791666667	39356.55417824074	39356.592314814814	Tim Langlois	Nemadactylus	macropterus	19.4	AD	P	0.0	24.75	37991376.0	39092.56774305556	N	Nemadactylus macropterus
GBISBRUVS38	Triakidae	Galeorhinus galeus	1	50.0	11.0	12.0	112.0	-37.9966	175.5412	5 m vis	39017.475694444445	39091.38791666667	39356.55417824074	39356.592314814814	Tim Langlois	Galeorhinus	galeus	0.0	AD	P	0.0	19.4	37017008.0	39092.58107638889	N	Galeorhinus galeus
GBISBRUVS39	Scorpaenidae	Helicolenus percoides	1	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Helicolenus	percoides	25.18333	AD	P	0.0	25.18333	37287001.0	39100.620208333334	N	Helicolenus percoides
GBISBRUVS39	Labridae	Bodianus flavipinnis	1	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Bodianus	flavipinnis	8.26666	AD	P	0.0	8.26666	37384035.0	39100.620717592596	N	Bodianus flavipinnis
GBISBRUVS39	Pinguipedidae	Parapercis binivirgata	1	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Parapercis	binivirgata	9.06666	AD	P	0.0	9.06666	37390012.0	39100.62105324074	N	Parapercis binivirgata
GBISBRUVS39	Squalidae	Squalus griffini	2	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Squalus	griffini	10.36666	AD	P	0.0	16.73333	37020007.0	39104.46859953704	N	Squalus griffini
GBISBRUVS39	Labridae	Pseudolabrus miles	3	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Pseudolabrus	miles	10.48333	AD	F	23.45	18.68333	37991372.0	39104.46890046296	N	Pseudolabrus miles
GBISBRUVS39	Labridae	Bodianus unimaculatus	3	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Bodianus	unimaculatus	10.71666	AD	P	0.0	24.76666	37384061.0	39104.469305555554	N	Bodianus unimaculatus
GBISBRUVS39	Pinguipedidae	Parapercis colias	1	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Parapercis	colias	23.56666	AD	F	27.41666	23.56666	37390790.0	39104.50585648148	N	Parapercis colias
GBISBRUVS39	Callanthiidae	Callanthias australis	12	50.0	11.0	12.0	100.0	-36.0104	175.5389	3 knt current 3m vis	39017.50555555556	39091.38791666667	39100.619259259256	39104.57019675926	Tim Langlois	Callanthias	australis	25.45	AD	P	25.45	25.45	37991440.0	39104.52427083333	N	Callanthias australis
GBISBRUVS40	Scorpaenidae	Helicolenus percoides	5	50.0	11.0	34.0	100.0	-36.0135	175.5366	After 17 min sharks make bad vis	39017.510416666664	39091.38791666667	39326.47895833333	39326.523356481484	Tim Langlois	Helicolenus	percoides	7.55	AD	P	0.0	12.18333	37287001.0	39091.4809837963	N	Helicolenus percoides
GBISBRUVS40	Squalidae	Squalus griffini	2	50.0	11.0	34.0	100.0	-36.0135	175.5366	After 17 min sharks make bad vis	39017.510416666664	39091.38791666667	39326.47895833333	39326.523356481484	Tim Langlois	Squalus	griffini	12.6	AD	F	13.96666	22.61666	37020007.0	39091.48232638889	N	Squalus griffini
GBISBRUVS40	Latridae	Nemadactylus macropterus	3	50.0	11.0	34.0	100.0	-36.0135	175.5366	After 17 min sharks make bad vis	39017.510416666664	39091.38791666667	39326.47895833333	39326.523356481484	Tim Langlois	Nemadactylus	macropterus	14.56666	AD	P	0.0	32.05	37991376.0	39091.483564814815	N	Nemadactylus macropterus
GBISBRUVS40	Labridae	Pseudolabrus miles	1	50.0	11.0	34.0	100.0	-36.0135	175.5366	After 17 min sharks make bad vis	39017.510416666664	39091.38791666667	39326.47895833333	39326.523356481484	Tim Langlois	Pseudolabrus	miles	24.55	AD	P	0.0	24.55	37991372.0	39091.49821759259	N	Pseudolabrus miles
GBISBRUVS40	Serranidae	Caprodon longimanus	2	50.0	11.0	34.0	100.0	-36.0135	175.5366	After 17 min sharks make bad vis	39017.510416666664	39091.38791666667	39326.47895833333	39326.523356481484	Tim Langlois	Caprodon	longimanus	28.25	AD	P	0.0	28.25	37311095.0	39091.500914351855	N	Caprodon longimanus
GBISBRUVS41	Latridae	Nemadactylus macropterus	3	50.0	3.0	34.0	101.0	-36.0152	175.5032	0	39017.54513888889	39091.38791666667	39100.501238425924	39100.507685185185	Tim Langlois	Nemadactylus	macropterus	22.06666	AD	P	0.0	26.56666	37991376.0	39100.503587962965	N	Nemadactylus macropterus
GBISBRUVS41	Sparidae	Pagrus auratus	1	50.0	3.0	34.0	101.0	-36.0152	175.5032	0	39017.54513888889	39091.38791666667	39100.501238425924	39100.507685185185	Tim Langlois	Pagrus	auratus	32.73333	AD	P	0.0	33.48333	37353001.0	39100.50724537037	N	Pagrus auratus
GBISBRUVS42	Sparidae	Pagrus auratus	2	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Pagrus	auratus	14.98333	AD	F	15.81666	24.38333	37353001.0	39104.48721064815	N	Pagrus auratus
GBISBRUVS42	Squalidae	Squalus griffini	1	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Squalus	griffini	20.96666	AD	P	0.0	20.96666	37020007.0	39104.489386574074	N	Squalus griffini
GBISBRUVS42	Latridae	Nemadactylus macropterus	1	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Nemadactylus	macropterus	24.65	AD	P	0.0	24.65	37991376.0	39104.49047453704	N	Nemadactylus macropterus
GBISBRUVS42	Triakidae	Galeorhinus galeus	1	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Galeorhinus	galeus	24.86666	AD	F	32.71666	24.86666	37017008.0	39104.49135416667	N	Galeorhinus galeus
GBISBRUVS42	Triglidae	Chelidonichthys kumu	1	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Chelidonichthys	kumu	25.23333	AD	P	0.0	25.23333	37288001.0	39104.4925	N	Chelidonichthys kumu
GBISBRUVS42	Carangidae	Pseudocaranx dentex	2	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Pseudocaranx	dentex	30.7	AD	P	0.0	30.76666	37337062.0	39104.494791666664	N	Pseudocaranx dentex
GBISBRUVS42	Latridae	Nemadactylus douglasii	2	50.0	12.0	12.0	100.0	-36.0151	175.5004	Some light penetration, Vis ~3-4m	39017.54722222222	39091.38791666667	39104.48391203704	39104.49652777778	Glenn Shiell	Nemadactylus	douglasii	33.13333	AD	P	0.0	33.13333	37991369.0	39104.4959375	N	Nemadactylus douglasii
GBISBRUVS43	Latridae	Nemadactylus macropterus	8	50.0	12.0	12.0	100.0	-37.9944	175.4461	0	39017.59722222222	39092.4075	39356.4653587963	0.0	Tim Langlois	Nemadactylus	macropterus	8.8	AD	P	0.0	12.45	37991376.0	39092.46679398148	N	Nemadactylus macropterus
GBISBRUVS43	Labridae	Bodianus unimaculatus	2	50.0	12.0	12.0	100.0	-37.9944	175.4461	0	39017.59722222222	39092.4075	39356.4653587963	0.0	Tim Langlois	Bodianus	unimaculatus	10.51666	AD	P	0.0	11.7	37384061.0	39092.46822916667	N	Bodianus unimaculatus
GBISBRUVS43	Monacanthidae	Parika scaber	1	50.0	12.0	12.0	100.0	-37.9944	175.4461	0	39017.59722222222	39092.4075	39356.4653587963	0.0	Tim Langlois	Parika	scaber	19.35	AD	P	0.0	19.35	37465005.0	39092.47052083333	N	Parika scaber
GBISBRUVS45	Latridae	Nemadactylus macropterus	1	50.0	12.0	34.0	106.0	-37.9917	175.4501	Little light penetration Vis ~3-4m	39017.63125	39092.4075	39104.520625	39104.61033564815	Glenn Shiell	Nemadactylus	macropterus	20.66666	AD	P	0.0	20.66666	37991376.0	39104.60821759259	N	Nemadactylus macropterus
GBISBRUVS45	Sparidae	Pagrus auratus	1	50.0	12.0	34.0	106.0	-37.9917	175.4501	Little light penetration Vis ~3-4m	39017.63125	39092.4075	39104.520625	39104.61033564815	Glenn Shiell	Pagrus	auratus	22.71666	AD	P	0.0	22.71666	37353001.0	39104.60865740741	N	Pagrus auratus
GBISBRUVS45	Scorpaenidae	Helicolenus percoides	3	50.0	12.0	34.0	106.0	-37.9917	175.4501	Little light penetration Vis ~3-4m	39017.63125	39092.4075	39104.520625	39104.61033564815	Glenn Shiell	Helicolenus	percoides	19.36666	AD	P	0.0	19.36666	37287001.0	39104.52371527778	N	Helicolenus percoides
GBISBRUVS46	Scorpaenidae	Helicolenus percoides	3	50.0	12.0	12.0	104.0	-37.9941	175.4499	Little light penetration. Vis ~3-4m.	39017.638194444444	39092.4075	39104.355833333335	39104.35895833333	Glenn Shiell	Helicolenus	percoides	9.15	AD	P	0.0	17.83333	37287001.0	39104.356412037036	N	Helicolenus percoides
GBISBRUVS46	Labridae	Bodianus unimaculatus	1	50.0	12.0	12.0	104.0	-37.9941	175.4499	Little light penetration. Vis ~3-4m.	39017.638194444444	39092.4075	39104.355833333335	39104.35895833333	Glenn Shiell	Bodianus	unimaculatus	13.48333	F	P	0.0	13.48333	37384061.0	39104.35726851852	N	Bodianus unimaculatus
GBISBRUVS47	Serranidae	Caprodon longimanus	8	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Caprodon	longimanus	3.43333	AD	P	0.0	3.31666	37311095.0	39104.37274305556	N	Caprodon longimanus
GBISBRUVS47	Polyprionidae	Polyprion oxygeneios	3	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Polyprion	oxygeneios	17.85	AD	P	0.0	26.7333	37991512.0	39104.381689814814	N	Polyprion oxygeneios
GBISBRUVS47	Zeidae	Zeus faber	1	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Zeus	faber	19.55	AD	P	0.0	19.55	37264004.0	39104.38853009259	N	Zeus faber
GBISBRUVS47	Latridae	Nemadactylus macropterus	1	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Nemadactylus	macropterus	26.68333	AD	P	0.0	26.68333	37991376.0	39104.389328703706	N	Nemadactylus macropterus
GBISBRUVS47	Berycidae	Centroberyx affinis	1	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Centroberyx	affinis	26.73333	AD	P	0.0	26.73333	37258003.0	39104.38960648148	N	Centroberyx affinis
GBISBRUVS47	0	Seriola lalandi	1	50.0	2.0	12.0	81.0	-36.0249	175.4531	Good light penetration, but very cloudy	39017.66805555556	39092.4075	39104.37164351852	39104.39219907407	Glenn Shiell	Seriola	lalandi	17.86	AD	P	0.0	17.86	0.0	39122.495416666665	N	Seriola lalandi
GBISBRUVS48	Serranidae	Caprodon longimanus	21	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Caprodon	longimanus	4.0	AD	P	0.0	4.36666	37311095.0	39092.62231481481	N	Caprodon longimanus
GBISBRUVS48	Monacanthidae	Parika scaber	2	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Parika	scaber	4.11666	AD	P	0.0	4.36666	37465005.0	39092.62297453704	N	Parika scaber
GBISBRUVS48	Serranidae	Caesioperca lepidoptera	5	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Caesioperca	lepidoptera	4.36666	AD	P	0.0	4.95	37311002.0	39092.62351851852	N	Caesioperca lepidoptera
GBISBRUVS48	Labridae	Pseudolabrus miles	4	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Pseudolabrus	miles	4.4	AD	F	18.38333	12.76666	37991372.0	39092.623773148145	N	Pseudolabrus miles
GBISBRUVS48	Chaetodontidae	Amphichaetodon howensis	1	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Amphichaetodon	howensis	4.83333	AD	P	0.0	4.83333	37365020.0	39092.62505787037	N	Amphichaetodon howensis
GBISBRUVS48	Latridae	Nemadactylus douglasii	1	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Nemadactylus	douglasii	5.51666	AD	P	0.0	5.51666	37991369.0	39092.62671296296	N	Nemadactylus douglasii
GBISBRUVS48	Scorpaenidae	Scorpaena cardinalis	1	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Scorpaena	cardinalis	16.4	AD	P	0.0	16.4	37287066.0	39092.64947916667	N	Scorpaena cardinalis
GBISBRUVS48	Cheilodactylidae	Nemadactylus macropterus	3	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Nemadactylus	macropterus	17.85	AD	F	18.13333	21.66666	37377003.0	39092.651296296295	N	Nemadactylus macropterus
GBISBRUVS48	Sparidae	Pagrus auratus	4	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Pagrus	auratus	17.85	AD	F,CO	18.26666	21.01666	37353001.0	39092.65144675926	N	Pagrus auratus
GBISBRUVS48	Squalidae	Squalus griffini	1	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Squalus	griffini	22.0	AD	P	0.0	22.0	37020007.0	39092.65476851852	N	Squalus griffini
GBISBRUVS48	Labridae	Bodianus unimaculatus	2	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Bodianus	unimaculatus	30.95	AD	P	0.0	30.95	37384061.0	39092.662453703706	N	Bodianus unimaculatus
GBISBRUVS48	Callanthiidae	Callanthias australis	1	50.0	2.0	34.0	65.0	-36.0255	175.4525	Vis 6 m	39017.67152777778	39092.4075	39356.62173611111	39356.67140046296	Tim Langlois	Callanthias	australis	33.76666	AD	P	0.0	33.76666	37991440.0	39092.66572916666	N	Callanthias australis
GBISBRUVS49	Scorpaenidae	Helicolenus percoides	1	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Helicolenus	percoides	5.2	AD	P	0.0	5.2	37287001.0	39093.37814814815	N	Helicolenus percoides
GBISBRUVS49	Moridae	Pseudophycis barbata	2	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Pseudophycis	barbata	5.58333	AD	F	15.25	15.25	37224003.0	39093.380578703705	N	Pseudophycis barbata
GBISBRUVS49	Berycidae	Centroberyx affinis	3	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Centroberyx	affinis	5.76666	AD	P	0.0	7.15	37258003.0	39093.380891203706	N	Centroberyx affinis
GBISBRUVS49	Labridae	Bodianus flavipinnis	1	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Bodianus	flavipinnis	7.36666	AD	P	0.0	7.36666	37384035.0	39093.38197916667	N	Bodianus flavipinnis
GBISBRUVS49	Latridae	Nemadactylus macropterus	2	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Nemadactylus	macropterus	14.0	AD	F	14.03333	28.48333	37991376.0	39093.385046296295	N	Nemadactylus macropterus
GBISBRUVS49	Sparidae	Pagrus auratus	1	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Pagrus	auratus	29.33333	AD	P	0.0	29.33333	37353001.0	39093.42039351852	N	Pagrus auratus
GBISBRUVS49	Latridae	Nemadactylus douglasii	1	50.0	2.0	34.0	90.0	-36.0168	175.453	0	39017.70277777778	39092.4075	39387.377337962964	39387.42304398148	Tim Langlois	Nemadactylus	douglasii	32.61666	AD	P	0.0	32.61666	37991369.0	39093.422951388886	N	Nemadactylus douglasii
GBISBRUVS50	Labridae	Bodianus unimaculatus	1	50.0	2.0	12.0	90.0	-36.0168	175.4518	Vis around 5m. Vis impeded by suspended silt.	39017.705555555556	39092.4075	39098.42685185185	39098.44609953704	Glenn Shiell	Bodianus	unimaculatus	6.05	F	P	0.0	6.05	37384061.0	39098.43115740741	N	Bodianus unimaculatus
GBISBRUVS50	Sparidae	Pagrus auratus	1	50.0	2.0	12.0	90.0	-36.0168	175.4518	Vis around 5m. Vis impeded by suspended silt.	39017.705555555556	39092.4075	39098.42685185185	39098.44609953704	Glenn Shiell	Pagrus	auratus	17.93333	AD	P	0.0	17.93333	37353001.0	39098.43761574074	N	Pagrus auratus
GBISBRUVS50	Pinguipedidae	Parapercis colias	1	50.0	2.0	12.0	90.0	-36.0168	175.4518	Vis around 5m. Vis impeded by suspended silt.	39017.705555555556	39092.4075	39098.42685185185	39098.44609953704	Glenn Shiell	Parapercis	colias	17.9	AD	F	30.71666	17.9	37390790.0	39098.44314814815	N	Parapercis colias
GBISBRUVS50	Latridae	Nemadactylus macropterus	1	50.0	2.0	12.0	90.0	-36.0168	175.4518	Vis around 5m. Vis impeded by suspended silt.	39017.705555555556	39092.4075	39098.42685185185	39098.44609953704	Glenn Shiell	Nemadactylus	macropterus	21.95	AD	P	0.0	21.95	37991376.0	39098.44412037037	N	Nemadactylus macropterus
GBISBRUVS50	Scorpaenidae	Helicolenus percoides	3	50.0	2.0	12.0	90.0	-36.0168	175.4518	Vis around 5m. Vis impeded by suspended silt.	39017.705555555556	39092.4075	39098.42685185185	39098.44609953704	Glenn Shiell	Helicolenus	percoides	5.81666	AD	F	29.75	20.0	37287001.0	39098.428981481484	N	Helicolenus percoides
GBISBRUVS51	Pinguipedidae	Parapercis colias	4	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Parapercis	colias	5.15	AD	F	8.6	9.51666	37390790.0	39099.46908564815	N	Parapercis colias
GBISBRUVS51	Monacanthidae	Parika scaber	2	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Parika	scaber	6.16666	AD	F	36.85	34.45	37465005.0	39099.469675925924	N	Parika scaber
GBISBRUVS51	Zeidae	Zeus faber	1	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Zeus	faber	9.61666	AD	P	0.0	9.61666	37264004.0	39099.47200231482	N	Zeus faber
GBISBRUVS51	Labridae	Pseudolabrus miles	1	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Pseudolabrus	miles	14.51666	AD	P	0.0	14.51666	37991372.0	39099.47332175926	N	Pseudolabrus miles
GBISBRUVS51	Scorpaenidae	Helicolenus percoides	1	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Helicolenus	percoides	15.1	AD	P	0.0	15.1	37287001.0	39099.473807870374	N	Helicolenus percoides
GBISBRUVS51	Labridae	Bodianus unimaculatus	1	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Bodianus	unimaculatus	15.33333	F	P	0.0	15.33333	37384061.0	39099.4790625	N	Bodianus unimaculatus
GBISBRUVS51	Berycidae	Centroberyx affinis	2	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Centroberyx	affinis	16.0	AD	P	0.0	22.83333	37258003.0	39099.48018518519	N	Centroberyx affinis
GBISBRUVS51	Moridae	Pseudophycis barbata	1	50.0	1.0	12.0	60.0	-36.0568	175.3321	Vis ~10m.	39017.75555555556	39092.4075	39099.467997685184	39099.48559027778	Glenn Shiell	Pseudophycis	barbata	16.5	AD	P	0.0	16.5	37224003.0	39118.689247685186	N	Pseudophycis barbata
GBISBRUVS52	Sparidae	Pagrus auratus	3	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Pagrus	auratus	18.58333	AD	F	18.58333	19.78333	37353001.0	39092.541909722226	N	Pagrus auratus
GBISBRUVS52	Latridae	Nemadactylus macropterus	2	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Nemadactylus	macropterus	19.35	AD	P	0.0	19.35	37991376.0	39092.5424537037	N	Nemadactylus macropterus
GBISBRUVS52	Moridae	Pseudophycis barbata	1	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Pseudophycis	barbata	34.23333	AD	P	0.0	34.23333	37224003.0	39092.54913194444	N	Pseudophycis barbata
GBISBRUVS52	Scyliorhinidae	Cephaloscyllium isabellum	1	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Cephaloscyllium	isabellum	34.36666	AD	F	34.56666	34.36666	37991409.0	39092.550150462965	N	Cephaloscyllium isabellum
GBISBRUVS52	Labridae	Bodianus unimaculatus	1	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Bodianus	unimaculatus	34.23333	AD	P	14.98333	34.23333	37384061.0	39092.501967592594	N	Bodianus unimaculatus
GBISBRUVS52	Labridae	Pseudolabrus miles	2	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Pseudolabrus	miles	4.03333	AD	P	0.0	17.18333	37991372.0	39092.50258101852	N	Pseudolabrus miles
GBISBRUVS52	Scorpaenidae	Helicolenus percoides	5	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Helicolenus	percoides	4.16666	AD	F	14.66666	13.25	37287001.0	39092.503020833334	N	Helicolenus percoides
GBISBRUVS52	Berycidae	Centroberyx affinis	9	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Centroberyx	affinis	4.25	AD	F	10.33333	23.35	37258003.0	39092.505694444444	N	Centroberyx affinis
GBISBRUVS52	Monacanthidae	Parika scaber	1	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Parika	scaber	6.18333	AD	P	0.0	6.18333	37465005.0	39092.511608796296	N	Parika scaber
GBISBRUVS52	Pinguipedidae	Parapercis colias	1	50.0	1.0	34.0	68.0	-36.0565	175.3309	15 cod, vis 2m	39017.76111111111	39092.4075	39356.50144675926	0.0	Tim Langlois	Parapercis	colias	11.46666	AD	P	0.0	11.46666	37390790.0	39092.514016203706	N	Parapercis colias
