"sample","legal.sublegal","count","family","genus","species","project","campaignid"
"101","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"102","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"103","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"105","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"106","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"107","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"109","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"11","Sublegal","17","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"112","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"114","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"115","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"117","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"119","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"119","Sublegal","7","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"120","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"121","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"121","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"122","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"124","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"125","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"126","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"127","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"127","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"128","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"129","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"129","Sublegal","7","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"13","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"13","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"130","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"131","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"131","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"132","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"134","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"135","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"136","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"137","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"137","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"138","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"139","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"139","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"14","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"140","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"141","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"141","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"144","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"147","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"147","Sublegal","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"150","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"150","Sublegal","5","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"155","Sublegal","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"156","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"157","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"158","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"158","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"16","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"160","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"161","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"162","Sublegal","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"163","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"164","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"165","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"165","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"167","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"168","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"170","Sublegal","16","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"171","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"171","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"176","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"176","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"177","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"177","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"178","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"178","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"179","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"18","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"180","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"183","Legal","14","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"183","Sublegal","18","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"188","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"19","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"198","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"207","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"208","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"215","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"215","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"219","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"219","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"225","Sublegal","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"226","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"227","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"228","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"228","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"23","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"230","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"231","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"232","Sublegal","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"233","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"234","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"235","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"235","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"237","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"238","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"24","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"24","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"240","Sublegal","16","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"241","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"241","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"242","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"246","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"246","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"247","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"247","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"248","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"248","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"249","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"25","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"250","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"252","Legal","12","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"252","Sublegal","18","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"253","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"253","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"258","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"259","Legal","16","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"259","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"26","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"26","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"261","Legal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"261","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"263","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"263","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"268","Legal","10","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"268","Sublegal","10","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"272","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"272","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"273","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"274","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"274","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"277","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"277","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"28","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"280","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"283","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"283","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"284","Legal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"284","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"286","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"289","Legal","5","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"289","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"290","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"291","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"292","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"292","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"296","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"296","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"297","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"297","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"298","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"298","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"299","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"299","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"30","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"300","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"300","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"302","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"302","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"304","Legal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"304","Sublegal","9","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"305","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"305","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"307","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"307","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"309","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"309","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"310","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"310","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"311","Legal","7","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"311","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"317","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"318","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"319","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"319","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"322","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"329","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"33","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"33","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"332","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"338","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"34","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"343","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"347","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"348","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"350","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"355","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"356","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"357","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"360","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"361","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"361","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"368","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"372","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"372","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
