"campaignid","sample","family","genus","species","maxn"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Pomacentridae","Neopomacentrus","filamentosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Scombridae","Scomberomorus","spp",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Serranidae","Epinephelus","bilobatus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Serranidae","Epinephelus","multinotatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB239","Serranidae","Plectropomus","spp",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Acanthuridae","Acanthurus","dussumieri",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Acanthuridae","Acanthurus","grammoptilus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Balistidae","Sufflamen","chrysopterum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Carangidae","Carangoides","fulvoguttatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Carangidae","Gnathanodon","speciosus",15
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Carangidae","Selaroides","leptolepis",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Chaetodontidae","Chaetodon","aureofasciatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Chaetodontidae","Chaetodon","lunula",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Choerodon","cyanodus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Coris","caudimacula",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Halichoeres","melanochir",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Labroides","dimidiatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Labridae","Thalassoma","lunare",21
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Lutjanidae","Lutjanus","lemniscatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Muraenidae","Gymnothorax","thyrsoideus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Nemipteridae","Scolopsis","monogramma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Pomacentridae","Pomacentrus","coelestis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Pomacentridae","Pomacentrus","nagasakiensis",18
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Serranidae","Cephalopholis","argus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Serranidae","Epinephelus","bilobatus",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Serranidae","Epinephelus","lanceolatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Serranidae","Epinephelus","rivulatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Serranidae","Plectropomus","spp",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB24","Siganidae","Siganus","doliatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Carangidae","Selaroides","leptolepis",24
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Nemipteridae","Nemipterus","spp",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Nemipteridae","Pentapodus","vitta",50
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Scombridae","Scomberomorus","spp",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB240","Sillaginidae","Sillago","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Carangidae","Carangoides","fulvoguttatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Lethrinidae","Lethrinus","nebulosus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Nemipteridae","Pentapodus","emeryii",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB241","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Balistidae","Abalistes","stellatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Carangidae","Atule","mate",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Carangidae","Carangoides","fulvoguttatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Carangidae","Gnathanodon","speciosus",21
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Carcharhinidae","Carcharhinus","limbatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Dasyatidae","Neotrygon","australiae",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Elopidae","Elops","hawaiensis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Lethrinidae","Lethrinus","nebulosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Mullidae","Parupeneus","heptacanthus",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Nemipteridae","Pentapodus","porosus",16
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Scombridae","Scomberomorus","spp",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB242","Serranidae","Epinephelus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Acanthuridae","Acanthurus","grammoptilus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Acanthuridae","Naso","spp",7
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Caesionidae","Pterocaesio","digramma",250
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Carangidae","Carangoides","fulvoguttatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Carangidae","Scomberoides","lysan",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Chaetodontidae","Heniochus","acuminatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Diodontidae","Diodon","hystrix",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Labridae","Hemigymnus","melapterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Nemipteridae","Pentapodus","emeryii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Scaridae","Scarus","rivulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Serranidae","Plectropomus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB243","Siganidae","Siganus","doliatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Acanthuridae","Ctenochaetus","striatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Balistidae","Abalistes","stellatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Blenniidae","Ecsenius","bicolor",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Blenniidae","Plagiotremus","rhinorhynchos",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Caesionidae","Pterocaesio","digramma",16
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Carangidae","Atule","mate",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Carangidae","Carangoides","fulvoguttatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Carangidae","Gnathanodon","speciosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Chaetodontidae","Chaetodon","aureofasciatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Chaetodontidae","Chelmon","marginalis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Haemulidae","Diagramma","pictum labiosum",1
