"campaignid","sample","family","genus","species","maxn"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Balistidae","Sufflamen","fraenatum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Chaetodontidae","Chaetodon","plebeius",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Dasyatidae","Neotrygon","australiae",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Echeneidae","Echeneis","naucrates",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Elopidae","Elops","hawaiensis",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Kyphosidae","Kyphosus","vaigiensis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Bodianus","bilunulatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Cheilinus","chlorourus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Coris","caudimacula",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Halichoeres","nebulosus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Hologymnosus","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Stethojulis","bandanensis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Labridae","Thalassoma","lutescens",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Lethrinidae","Lethrinus","atkinsoni",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Lethrinidae","Lethrinus","nebulosus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Lutjanidae","Aprion","virescens",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Microdesmidae","Ptereleotris","evides",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Mullidae","Parupeneus","indicus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Mullidae","Parupeneus","pleurostigma",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Pinguipedidae","Parapercis","clathrata",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Pomacanthidae","Centropyge","tibicen",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Pomacanthidae","Pomacanthus","imperator",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Pomacentridae","Pomacentrus","coelestis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Scaridae","Scarus","chameleon",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Scaridae","Scarus","schlegeli",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Serranidae","Epinephelus","bilobatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Serranidae","Epinephelus","fasciatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Acanthuridae","Acanthurus","dussumieri",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Acanthuridae","Naso","annulatus",13
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Balistidae","Sufflamen","fraenatum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Chaetodontidae","Chaetodon","assarius",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Anampses","geographicus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Anampses","meleagrides",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Cheilinus","chlorourus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Cheilio","inermis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Choerodon","rubescens",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Coris","caudimacula",11
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Halichoeres","nebulosus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Hologymnosus","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Macropharyngodon","ornatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Oxycheilinus","bimaculatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Stethojulis","bandanensis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Thalassoma","lunare",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Labridae","Thalassoma","lutescens",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Lethrinidae","Gymnocranius","grandoculis",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Lethrinidae","Lethrinus","miniatus",4
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Monacanthidae","Cantherhines","fronticinctus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Mullidae","Parupeneus","barberinoides",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Mullidae","Parupeneus","cyclostomus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Mullidae","Parupeneus","indicus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Mullidae","Parupeneus","spilurus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Nemipteridae","Scolopsis","xenochrous",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Pomacentridae","Dascyllus","trimaculatus",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Pomacentridae","Pomacentrus","coelestis",25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Leptoscarus","vaigiensis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Scarus","chameleon",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Scarus","frenatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Scarus","ghobban",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Scaridae","Scarus","schlegeli",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Serranidae","Epinephelus","fasciatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Serranidae","Epinephelus","rivulatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Siganidae","Siganus","fuscescens",25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB338","Tetraodontidae","Lagocephalus","sceleratus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Acanthuridae","Acanthurus","dussumieri",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Acanthuridae","Acanthurus","grammoptilus",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Acanthuridae","Ctenochaetus","striatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Balistidae","Sufflamen","chrysopterum",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Balistidae","Sufflamen","fraenatum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Carcharhinidae","Carcharhinus","limbatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Carcharhinidae","Negaprion","acutidens",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Chaetodontidae","Chaetodon","citrinellus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Chaetodontidae","Chaetodon","plebeius",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Chanidae","Chanos","chanos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Cirrhitidae","Paracirrhites","forsteri",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Fistulariidae","Fistularia","commersonii",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Kyphosidae","Kyphosus","bigibbus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Kyphosidae","Kyphosus","cornelii",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Anampses","caeruleopunctatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Anampses","melanurus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Bodianus","bilunulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Cheilinus","trilobatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Cheilio","inermis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Coris","caudimacula",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Hologymnosus","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Thalassoma","lunare",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Thalassoma","lutescens",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Lethrinidae","Lethrinus","atkinsoni",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Mullidae","Parupeneus","cyclostomus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Muraenidae","Gymnothorax","flavimarginatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Nemipteridae","Scolopsis","bilineata",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Ostraciidae","Ostracion","cubicus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Scaridae","Scarus","prasiognathos",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Serranidae","Epinephelus","fasciatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Siganidae","Siganus","fuscescens",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Acanthuridae","Acanthurus","triostegus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Acanthuridae","Ctenochaetus","striatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Blenniidae","Ecsenius","bicolor",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chaetodon","auriga",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chaetodon","citrinellus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chaetodon","kleinii",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chaetodon","plebeius",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chaetodon","trifascialis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Chaetodontidae","Chelmon","marginalis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Bodianus","bilunulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Choerodon","rubescens",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Coris","caudimacula",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Halichoeres","nebulosus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Hologymnosus","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Labroides","dimidiatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Macropharyngodon","ornatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Stethojulis","bandanensis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Thalassoma","amblycephalum",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Thalassoma","lunare",19
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Thalassoma","lutescens",7
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Lethrinidae","Lethrinus","atkinsoni",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Lethrinidae","Lethrinus","nebulosus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Lutjanidae","Lutjanus","vitta",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Monacanthidae","Cantherhines","pardalis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Mullidae","Parupeneus","multifasciatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Muraenidae","Gymnothorax","flavimarginatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pinguipedidae","Parapercis","clathrata",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pomacanthidae","Centropyge","tibicen",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pomacanthidae","Chaetodontoplus","personifer",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pomacentridae","Abudefduf","vaigiensis",8
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pomacentridae","Dascyllus","reticulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Pomacentridae","Pomacentrus","coelestis",61
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Scaridae","Chlorurus","sordidus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Scaridae","Scarus","chameleon",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Scaridae","Scarus","schlegeli",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Serranidae","Epinephelus","bilobatus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Serranidae","Epinephelus","fasciatus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Serranidae","Epinephelus","rivulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Acanthurus","grammoptilus",7
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Acanthurus","olivaceus",4
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Acanthurus","triostegus",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Naso","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Balistidae","Pseudobalistes","fuscus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Blenniidae","Ecsenius","bicolor",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Caesionidae","Caesio","caerulaurea",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Carangidae","Carangoides","fulvoguttatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Carangidae","Caranx","ignobilis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","auriga",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","citrinellus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","kleinii",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","lunula",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","plebeius",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","trifascialis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chelmon","marginalis",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Dasyatidae","Taeniurops","meyeni",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Echeneidae","Echeneis","naucrates",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Ginglymostomatidae","Nebrius","ferrugineus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Bodianus","bilunulatus",4
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Cheilinus","chlorourus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Choerodon","rubescens",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Halichoeres","nebulosus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Thalassoma","amblycephalum",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Thalassoma","lunare",17
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Labridae","Thalassoma","lutescens",7
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Lethrinidae","Lethrinus","atkinsoni",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Lethrinidae","Lethrinus","nebulosus",4
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Lutjanidae","Aprion","virescens",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Monacanthidae","Cantherhines","fronticinctus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Mullidae","Parupeneus","spilurus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Nemipteridae","Scolopsis","xenochrous",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pinguipedidae","Parapercis","clathrata",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pomacanthidae","Centropyge","tibicen",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pomacentridae","Dascyllus","reticulatus",9
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pomacentridae","Dascyllus","trimaculatus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pomacentridae","Pomacentrus","coelestis",11
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Scaridae","Chlorurus","microrhinos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Scaridae","Scarus","chameleon",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Scombridae","Scomberomorus","spp",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Serranidae","Epinephelus","bilobatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Serranidae","Epinephelus","fasciatus",8
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Serranidae","Variola","louti",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Siganidae","Siganus","fuscescens",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Tetraodontidae","Lagocephalus","sceleratus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Acanthuridae","Acanthurus","dussumieri",8
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Acanthuridae","Acanthurus","mata",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Acanthuridae","Ctenochaetus","striatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Acanthuridae","Naso","annulatus",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Balistidae","Balistapus","undulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Balistidae","Melichthys","vidua",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Balistidae","Sufflamen","chrysopterum",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Balistidae","Sufflamen","fraenatum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Blenniidae","Ecsenius","bicolor",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Caesionidae","Caesio","teres",6
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Caesionidae","Pterocaesio","tile",17
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Chaetodontidae","Chaetodon","citrinellus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Chaetodontidae","Chaetodon","lunula",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Chaetodontidae","Chaetodon","plebeius",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Cirrhitidae","Paracirrhites","forsteri",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Dasyatidae","Taeniurops","meyeni",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Echeneidae","Echeneis","naucrates",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Haemulidae","Diagramma","pictum labiosum",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Labridae","Bodianus","bilunulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Labridae","Hologymnosus","annulatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Labridae","Labroides","dimidiatus",3
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Labridae","Thalassoma","lunare",10
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Labridae","Thalassoma","lutescens",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Lethrinidae","Lethrinus","atkinsoni",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Mullidae","Parupeneus","cyclostomus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Mullidae","Parupeneus","multifasciatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Mullidae","Parupeneus","pleurostigma",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Pomacanthidae","Pomacanthus","imperator",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Pomacentridae","Dascyllus","trimaculatus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Pomacentridae","Pomacentrus","coelestis",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Pomacentridae","Stegastes","obreptus",1
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Scaridae","Scarus","prasiognathos",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Scaridae","Scarus","rubroviolaceus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Scaridae","Scarus","spp",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Serranidae","Cephalopholis","miniata",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Serranidae","Epinephelus","bilobatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Serranidae","Epinephelus","fasciatus",5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Serranidae","Epinephelus","multinotatus",2
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB342","Siganidae","Siganus","doliatus",2
