"campaignid","sample","family","genus","species","maxn","stereo.maxn","difference","percent.difference"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB300","Labridae","Halichoeres","nebulosus",10,9,1,10
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB301","Chaetodontidae","Chaetodon","plebeius",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB301","Pomacentridae","Chromis","weberi",54,53,1,1.85185185185185
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB302","Acanthuridae","Acanthurus","triostegus",10,9,1,10
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Chaetodontidae","Chaetodon","unimaculatus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Labridae","Anampses","melanurus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Labridae","Hemigymnus","melapterus",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Lutjanidae","Lutjanus","bohar",2,3,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Pomacentridae","Stegastes","obreptus",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB307","Caesionidae","Pterocaesio","digramma",29,28,1,3.44827586206897
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB308","Haemulidae","Plectorhinchus","unicolor",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB308","Muraenidae","Gymnothorax","rueppellii",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB310","Kyphosidae","Kyphosus","vaigiensis",8,7,1,12.5
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB311","Acanthuridae","Acanthurus","triostegus",157,156,1,0.636942675159236
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB311","Acanthuridae","Naso","unicornis",83,82,1,1.20481927710843
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB311","Chaetodontidae","Chaetodon","lunula",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB312","Labridae","Bodianus","axillaris",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB315","Chaetodontidae","Chaetodon","lunula",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB315","Pomacentridae","Abudefduf","vaigiensis",7,6,1,14.2857142857143
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB316","Caesionidae","Pterocaesio","digramma",36,35,1,2.77777777777778
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB316","Lethrinidae","Lethrinus","nebulosus",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB316","Pomacentridae","Abudefduf","vaigiensis",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB316","Pomacentridae","Dascyllus","trimaculatus",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB325","Labridae","Thalassoma","amblycephalum",12,11,1,8.33333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB325","Lutjanidae","Lutjanus","bohar",1,2,1,100
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB325","Pomacanthidae","Pomacanthus","semicirculatus",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB326","Labridae","Coris","caudimacula",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB329","Labridae","Bodianus","bilunulatus",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB330","Grammistidae","Grammistes","sexlineatus",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB330","Labridae","Anampses","melanurus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB330","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB331","Labridae","Anampses","melanurus",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB331","Labridae","Coris","aygula",1,2,1,100
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB331","Pomacentridae","Stegastes","obreptus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB332","Labridae","Coris","aygula",1,2,1,100
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB332","Pomacanthidae","Pomacanthus","semicirculatus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB334","Pomacentridae","Dascyllus","trimaculatus",5,4,1,20
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB337","Scaridae","Scarus","chameleon",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Acanthuridae","Acanthurus","grammoptilus",6,5,1,16.6666666666667
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB339","Labridae","Halichoeres","marginatus",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Acanthurus","olivaceus",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Chaetodontidae","Chaetodon","auriga",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Serranidae","Epinephelus","bilobatus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB345","Pomacentridae","Dascyllus","trimaculatus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB345","Pomacentridae","Pomacentrus","coelestis",26,25,1,3.84615384615385
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB346","Labridae","Thalassoma","lutescens",3,2,1,33.3333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB349","Pomacentridae","Pomacentrus","coelestis",12,11,1,8.33333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB350","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB352","Lethrinidae","Lethrinus","variegatus",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB352","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB358","Acanthuridae","Acanthurus","olivaceus",4,3,1,25
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB358","Caesionidae","Pterocaesio","tile",39,38,1,2.56410256410256
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB360","Caesionidae","Pterocaesio","digramma",15,14,1,6.66666666666667
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB361","Caesionidae","Pterocaesio","tile",160,159,1,0.625
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB362","Lethrinidae","Lethrinus","nebulosus",9,8,1,11.1111111111111
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB362","Scaridae","Chlorurus","microrhinos",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB364","Caesionidae","Pterocaesio","digramma",59,58,1,1.69491525423729
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB364","Siganidae","Siganus","trispilos",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB368","Acanthuridae","Naso","hexacanthus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB368","Lethrinidae","Lethrinus","nebulosus",21,20,1,4.76190476190476
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB371","Caesionidae","Pterocaesio","digramma",48,47,1,2.08333333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB372","Acanthuridae","Ctenochaetus","striatus",7,6,1,14.2857142857143
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB372","Chaetodontidae","Heniochus","monoceros",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB372","Siganidae","Siganus","trispilos",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB373","Kyphosidae","Kyphosus","vaigiensis",6,5,1,16.6666666666667
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB373","Siganidae","Siganus","argenteus",10,9,1,10
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB374","Carangidae","Trachinotus","blochii",43,42,1,2.32558139534884
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB374","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB376","Labridae","Halichoeres","hortulanus",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB376","Siganidae","Siganus","trispilos",2,1,1,50
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB382","Pomacentridae","Dascyllus","trimaculatus",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Pristotis","obtusirostris",45,46,1,2.22222222222222
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","bilobatus",2,3,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","rivulatus",1,2,1,100
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Pomacentridae","Pristotis","obtusirostris",120,121,1,0.833333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Coris","pictoides",4,3,1,25
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Tetraodontidae","Canthigaster","coronata",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Labridae","Coris","caudimacula",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Labridae","Leptojulis","cyanopleura",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Coris","pictoides",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB623","Labridae","Bodianus","bilunulatus",2,3,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB623","Pomacentridae","Pomacentrus","coelestis",49,48,1,2.04081632653061
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Acanthuridae","Ctenochaetus","striatus",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB628","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB629","Balistidae","Sufflamen","fraenatum",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB629","Carangidae","Atule","mate",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB630","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB630","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB633","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB634","Acanthuridae","Acanthurus","olivaceus",2,3,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB634","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB634","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB634","Scombridae","Scomberomorus","spp",2,3,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB635","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB636","Trichonotidae","Trichonotus","setiger",7,6,1,14.2857142857143
"2015-01_Montebello.transect_stereoBRUVs","NCB639","Lethrinidae","Lethrinus","ravus",2,3,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Pomacanthidae","Chaetodontoplus","duboulayi",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB642","Tetraodontidae","Canthigaster","coronata",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB644","Lethrinidae","Lethrinus","ravus",9,8,1,11.1111111111111
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Serranidae","Plectropomus","spp",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB647","Lethrinidae","Lethrinus","ravus",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB648","Serranidae","Plectropomus","spp",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",11,10,1,9.09090909090909
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Serranidae","Epinephelus","bilobatus",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB652","Carangidae","Atule","mate",5,4,1,20
"2015-01_Montebello.transect_stereoBRUVs","NCB652","Labridae","Leptojulis","cyanopleura",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB653","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB654","Lethrinidae","Lethrinus","ravus",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB656","Tetraodontidae","Canthigaster","coronata",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB657","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB658","Labridae","Choerodon","jordani",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB658","Labridae","Leptojulis","cyanopleura",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB664","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB665","Labridae","Pseudojuloides","severnsi",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB665","Lethrinidae","Lethrinus","ravus",11,10,1,9.09090909090909
"2015-01_Montebello.transect_stereoBRUVs","NCB665","Tetraodontidae","Lagocephalus","sceleratus",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Labridae","Choerodon","jordani",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Lutjanidae","Lutjanus","lemniscatus",5,6,1,20
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Pomacanthidae","Chaetodontoplus","duboulayi",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB667","Labridae","Leptojulis","cyanopleura",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB668","Nemipteridae","Nemipterus","spp",5,6,1,20
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Pomacentridae","Pristotis","obtusirostris",1,2,1,100
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Apogonidae","Ostorhinchus","holotaenia",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Lethrinidae","Lethrinus","ravus",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Tetraodontidae","Canthigaster","coronata",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB686","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB686","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB689","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB691","Haemulidae","Diagramma","labiosum",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB701","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB703","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB704","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB705","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB706","Labridae","Cirrhilabrus","temminckii",10,9,1,10
"2015-01_Montebello.transect_stereoBRUVs","NCB707","Carangidae","Atule","mate",3,2,1,33.3333333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB709","Acanthuridae","Acanthurus","mata",22,21,1,4.54545454545455
"2015-01_Montebello.transect_stereoBRUVs","NCB711","Labridae","Bodianus","bilunulatus",1,2,1,100
"2015-01_Montebello.transect_stereoBRUVs","NCB719","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Cirrhitidae","Cirrhitichthys","falco",2,1,1,50
"2015-01_Montebello.transect_stereoBRUVs","NCB723","Lethrinidae","Lethrinus","ravus",5,4,1,20
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB324","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB328","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB329","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB332","Nemipteridae","Scaevius","milii",2,1,1,50
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB337","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB339","Gobiidae","Unknown","purpurascens",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB341","Lethrinidae","Lethrinus","variegatus",3,2,1,33.3333333333333
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB347","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB348","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB348","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB348","Plotosidae","Paraplotosus","butleri",2,1,1,50
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB352","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB354","Chaetodontidae","Chaetodon","aureofasciatus",2,1,1,50
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB354","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1505","Carangidae","Atule","mate",15,14,1,6.66666666666667
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1507","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1508","Carangidae","Atule","mate",4,3,1,25
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1508","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1510","Lutjanidae","Lutjanus","carponotatus",33,32,1,3.03030303030303
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1513","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1513","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1515","Lethrinidae","Lethrinus","variegatus",2,1,1,50
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Carangidae","Atule","mate",14,13,1,7.14285714285714
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Chaetodontidae","Parachaetodon","ocellatus",2,1,1,50
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Siganidae","Siganus","fuscescens",10,9,1,10
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Leptojulis","chrysotaenia",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1534","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1546","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1546","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1547","Dasyatidae","Himantura","fai",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1548","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1548","Pomacentridae","Abudefduf","bengalensis",23,22,1,4.34782608695652
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1549","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1550","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1553","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1554","Chaetodontidae","Chaetodon","aureofasciatus",3,2,1,33.3333333333333
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1554","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1555","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1557","Labridae","Leptojulis","chrysotaenia",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1559","Dasyatidae","Neotrygon","kuhlii",0,1,1,Inf
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1559","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1447","Hydrophiidae","Hydrophis","ornatus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1450","Synodontidae","Saurida","undosquamis",3,2,1,33.3333333333333
"2015-09_Dampier.transect_stereoBRUVs","NCB1456","Synodontidae","Saurida","undosquamis",7,6,1,14.2857142857143
"2015-09_Dampier.transect_stereoBRUVs","NCB1457","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1460","Carangidae","Atule","mate",15,14,1,6.66666666666667
"2015-09_Dampier.transect_stereoBRUVs","NCB1460","Synodontidae","Saurida","undosquamis",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1461","Hydrophiidae","Hydrophis","ornatus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1462","Synodontidae","Saurida","undosquamis",4,3,1,25
"2015-09_Dampier.transect_stereoBRUVs","NCB1466","Carangidae","Selar","boops",5,4,1,20
"2015-09_Dampier.transect_stereoBRUVs","NCB1466","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1468","Carangidae","Selaroides","leptolepis",26,25,1,3.84615384615385
"2015-09_Dampier.transect_stereoBRUVs","NCB1468","Synodontidae","Saurida","undosquamis",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1469","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1470","Synodontidae","Saurida","undosquamis",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1471","Synodontidae","Saurida","undosquamis",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1472","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1474","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1475","Hydrophiidae","Hydrophis","elegans",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1475","Synodontidae","Saurida","undosquamis",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1476","Hydrophiidae","Hydrophis","elegans",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1476","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1477","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1478","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1479","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1479","Labridae","Bodianus","solatus",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1479","Labridae","Oxycheilinus","rhodochrous",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1481","Hydrophiidae","Emydocephalus","annulatus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1484","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1485","Haemulidae","Diagramma","pictum",0,1,1,Inf
