"campaignid","sample","family","genus","species","length","fb.length_max","fb.ltypemaxm","percent.error"
"2015-09_Dampier.transect_stereoBRUVs","NCB1468","Carangidae","Selaroides","leptolepis",232.7134,220,"TL",5.77881818181818
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB373","Caesionidae","Pterocaesio","tile",317.22319,300,"TL",5.74106333333333
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB193","Scaridae","Chlorurus","sordidus",422.94287,400,"TL",5.73571750000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB199","Carangidae","Atule","mate",317.19344,300,"TL",5.73114666666667
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB433","Tetraodontidae","Lagocephalus","lunaris",475.67792,450,"SL",5.70620444444444
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB300","Carangidae","Atule","mate",317.1149,300,"TL",5.70496666666666
"2015-01_Montebello.transect_stereoBRUVs","NCB623","Labridae","Hemigymnus","fasciatus",317.0988,300,"TL",5.69959999999999
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB463","Lethrinidae","Lethrinus","ravus",316.90141,300,"SL",5.63380333333333
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB451","Acanthuridae","Acanthurus","mata",528.03594,500,"TL",5.607188
"2015-09_Dampier.transect_stereoBRUVs","NCB1479","Labridae","Bodianus","solatus",369.45019,350,"SL",5.55719714285715
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB149","Labridae","Anampses","lennardi",295.52472,280,"TL",5.54454285714286
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB192","Labridae","Cirrhilabrus","temminckii",122.18123,116,"FL",5.32864655172414
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB167","Pomacanthidae","Pomacanthus","semicirculatus",421.22645,400,"SL",5.3066125
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB468","Lethrinidae","Lethrinus","ravus",315.88296,300,"SL",5.29432000000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB203","Pomacentridae","Pomacentrus","limosus",94.73302,90,"SL",5.25891111111111
"2015-01_Montebello.transect_stereoBRUVs","NCB706","Carangidae","Atule","mate",315.56205,300,"TL",5.18735
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB299","Lethrinidae","Lethrinus","genivittatus",262.88488,250,"TL",5.153952
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB256","Pomacentridae","Pomacentrus","milleri",105.11462,100,"SL",5.11462
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1281","Nemipteridae","Scaevius","milii",210.16408,200,"SL",5.08204000000001
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",315.19184,300,"TL",5.06394666666667
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB295","Acanthuridae","Ctenochaetus","striatus",273.12991,260,"TL",5.04996538461538
"2015-09_Dampier.transect_stereoBRUVs","NCB1536","Pomacentridae","Pomacentrus","nigromanus",94.50163,90,"TL",5.00181111111112
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB292","Balistidae","Sufflamen","chrysopterum",314.95374,300,"TL",4.98457999999999
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB463","Apogonidae","Ostorhinchus","fasciatus",77.59689,73.9166666666667,NA,4.97888162344983
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Hemigymnus","fasciatus",314.79991,300,"TL",4.93330333333334
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Chaetodontidae","Chaetodon","lunula",209.84863,200,"TL",4.92431500000001
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB278","Pomacentridae","Neopomacentrus","azysron",78.65907,75,"TL",4.87876
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB172","Carangidae","Selaroides","leptolepis",230.68561,220,"TL",4.85709545454545
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1505","Carangidae","Atule","mate",314.40576,300,"TL",4.80192
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB189","Labridae","Stethojulis","bandanensis",157.17076,150,"TL",4.78050666666667
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB277","Scaridae","Scarus","schlegeli",419.09956,400,"TL",4.77489
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB35","Scaridae","Chlorurus","rhakoura",463.0811,442,"SL",4.76947963800905
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Plotosidae","Paraplotosus","butleri",340.49837,325,"SL",4.76872923076924
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB22","Carangidae","Atule","mate",314.265,300,"TL",4.755
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB35","Scaridae","Scarus","rivulatus",418.5932,400,"SL",4.64830000000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB371","Acanthuridae","Acanthurus","mata",523.15818,500,"TL",4.631636
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB152","Chaetodontidae","Chaetodon","aureofasciatus",156.91994,150,"TL",4.61329333333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Siganidae","Siganus","trispilos",261.42881,250,"TL",4.571524
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",313.68623,300,"TL",4.56207666666667
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Pomacanthidae","Chaetodontoplus","duboulayi",292.71355,280,"TL",4.54055357142857
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB221","Labridae","Macropharyngodon","meleagris",156.77873,150,"SL",4.51915333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Labridae","Choerodon","jordani",177.6611,170,"TL",4.50652941176471
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB305","Siganidae","Siganus","trispilos",260.9401,250,"TL",4.37603999999999
"2015-09_Dampier.transect_stereoBRUVs","NCB1471","Synodontidae","Saurida","undosquamis",521.51183,500,"SL",4.30236600000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB154","Pomacentridae","Pomacentrus","coelestis",93.86961,90,"TL",4.29956666666666
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB463","Scaridae","Chlorurus","capistratoides",417.19172,400,"TL",4.29792999999999
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB371","Acanthuridae","Acanthurus","mata",521.45642,500,"TL",4.291284
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB277","Caesionidae","Pterocaesio","tile",312.77227,300,"TL",4.25742333333333
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Bodianus","axillaris",208.4188,200,"SL",4.2094
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB349","Tetraodontidae","Feroxodon","multistriatus",406.38136,390,"TL",4.20034871794871
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Tetraodontidae","Arothron","reticularis",468.83474,450,"SL",4.18549777777778
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB137","Scaridae","Scarus","rivulatus",416.66248,400,"SL",4.16562
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",312.47501,300,"TL",4.15833666666667
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB463","Lethrinidae","Lethrinus","ravus",312.41971,300,"SL",4.13990333333334
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB332","Pomacanthidae","Pomacanthus","semicirculatus",416.50258,400,"SL",4.12564500000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB294","Scaridae","Scarus","schlegeli",416.40009,400,"TL",4.10002249999999
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","lunula",208.18342,200,"TL",4.09171000000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB299","Monacanthidae","Cantherhines","pardalis",260.14237,250,"TL",4.05694800000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB369","Caesionidae","Pterocaesio","tile",311.96781,300,"TL",3.98927
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB362","Scaridae","Chlorurus","microrhinos",727.89506,700,"TL",3.98500857142856
"2015-09_Dampier.transect_stereoBRUVs","NCB1477","Carangidae","Selaroides","leptolepis",228.74997,220,"TL",3.97725909090909
"2015-01_Montebello.transect_stereoBRUVs","NCB652","Carangidae","Atule","mate",311.86749,300,"TL",3.95582999999999
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB316","Pomacentridae","Abudefduf","vaigiensis",207.88237,200,"TL",3.941185
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Serranidae","Epinephelus","bilobatus",415.73671,400,"TL",3.9341775
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Serranidae","Epinephelus","bilobatus",415.70222,400,"TL",3.925555
"2015-09_Dampier.transect_stereoBRUVs","NCB1491","Serranidae","Epinephelus","bilobatus",415.68696,400,"TL",3.92174
"2015-09_Dampier.transect_stereoBRUVs","NCB1457","Tetraodontidae","Lagocephalus","lunaris",467.50374,450,"SL",3.88972
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB155","Pomacentridae","Chromis","fumea",103.88569,100,"SL",3.88569
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB491","Tetraodontidae","Lagocephalus","lunaris",467.06794,450,"SL",3.79287555555556
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Leptojulis","cyanopleura",134.90639,130,"TL",3.77414615384614
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Pomacentridae","Dascyllus","trimaculatus",145.26417,140,"TL",3.76012142857143
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB182","Lutjanidae","Lutjanus","carponotatus",415.03673,400,"TL",3.75918249999999
"2015-01_Montebello.transect_stereoBRUVs","NCB647","Lethrinidae","Lethrinus","ravus",311.04726,300,"SL",3.68242
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Lethrinidae","Lethrinus","ravus",310.84235,300,"SL",3.61411666666667
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB152","Pomacentridae","Dascyllus","trimaculatus",144.94674,140,"TL",3.53338571428572
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB486","Tetraodontidae","Lagocephalus","lunaris",465.86777,450,"SL",3.52617111111111
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB315","Pomacentridae","Abudefduf","vaigiensis",206.97488,200,"TL",3.48744000000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB196","Pomacanthidae","Centropyge","tibicen",196.59057,190,"TL",3.46872105263159
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB371","Chaetodontidae","Chaetodon","meyeri",206.93256,200,"TL",3.46628
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Monacanthidae","Cantherhines","fronticinctus",258.64922,250,"TL",3.45968800000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB35","Carangidae","Atule","mate",310.26727,300,"TL",3.42242333333333
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Chaetodontidae","Chaetodon","unimaculatus",206.75129,200,"TL",3.37564500000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB277","Caesionidae","Pterocaesio","tile",309.97516,300,"TL",3.32505333333334
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB372","Caesionidae","Pterocaesio","tile",309.64233,300,"TL",3.21411000000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB368","Acanthuridae","Naso","hexacanthus",773.99946,750,"FL",3.199928
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB307","Siganidae","Siganus","trispilos",257.94465,250,"TL",3.17786000000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB47","Siganidae","Siganus","doliatus",309.52289,300,"SL",3.17429666666667
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB281","Mullidae","Parupeneus","indicus",464.15483,450,"TL",3.14551777777778
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB443","Tetraodontidae","Lagocephalus","lunaris",464.02376,450,"SL",3.11639111111111
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB441","Tetraodontidae","Lagocephalus","lunaris",463.77481,450,"SL",3.06106888888889
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB311","Siganidae","Siganus","trispilos",257.65121,250,"TL",3.060484
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB137","Scaridae","Scarus","rivulatus",412.21678,400,"SL",3.05419500000001
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB299","Lethrinidae","Lethrinus","genivittatus",257.62682,250,"TL",3.050728
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lutjanidae","Lutjanus","carponotatus",412.18229,400,"TL",3.04557250000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Siganidae","Siganus","trispilos",257.61049,250,"TL",3.04419600000001
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1554","Chaetodontidae","Chaetodon","aureofasciatus",154.55346,150,"TL",3.03564
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB215","Scaridae","Hipposcarus","longiceps",618.19573,600,"TL",3.03262166666667
"2015-09_Dampier.transect_stereoBRUVs","NCB1460","Synodontidae","Saurida","undosquamis",515.12841,500,"SL",3.02568200000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB179","Scaridae","Scarus","chameleon",319.16586,310,"TL",2.95672903225807
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB228","Nemipteridae","Pentapodus","porosus",277.72527,270,"TL",2.86121111111112
"2015-01_Montebello.transect_stereoBRUVs","NCB665","Lethrinidae","Lethrinus","ravus",308.57353,300,"SL",2.85784333333334
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Siganidae","Siganus","trispilos",257.13773,250,"TL",2.85509199999999
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB277","Caesionidae","Pterocaesio","tile",308.43198,300,"TL",2.81066
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB225","Labridae","Hemigymnus","fasciatus",308.41406,300,"TL",2.80468666666667
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Carangidae","Caranx","papuensis",904.27106,880,"TL",2.758075
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB208","Pomacanthidae","Pomacanthus","semicirculatus",411.02199,400,"SL",2.7554975
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1283","Tetraodontidae","Lagocephalus","lunaris",462.39553,450,"SL",2.75456222222222
"2015-09_Dampier.transect_stereoBRUVs","NCB1496","Lethrinidae","Lethrinus","ravus",308.12899,300,"SL",2.70966333333333
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB455","Balistidae","Xanthichthys","lineopunctatus",308.06191,300,"TL",2.68730333333334
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB199","Plotosidae","Paraplotosus","butleri",333.64152,325,"SL",2.65892923076923
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Pomacentridae","Stegastes","obreptus",184.76768,180,"SL",2.64871111111112
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB593","Scaridae","Chlorurus","rhakoura",453.60722,442,"SL",2.62606787330316
"2015-09_Dampier.Archipelago_stereoBRUVs","MNCB354","Pomacentridae","Neoglyphidodon","melas",184.69149,180,"TL",2.60638333333333
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB210","Acanthuridae","Acanthurus","mata",513.01281,500,"TL",2.60256199999999
"2015-09_Dampier.transect_stereoBRUVs","NCB1500","Synodontidae","Saurida","undosquamis",512.99203,500,"SL",2.598406
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",307.76893,300,"SL",2.58964333333334
"2015-09_Dampier.transect_stereoBRUVs","NCB1462","Carangidae","Selaroides","leptolepis",225.66492,220,"TL",2.57496363636363
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB331","Labridae","Anampses","melanurus",123.08304,120,"TL",2.5692
"2015-09_Dampier.transect_stereoBRUVs","NCB1500","Synodontidae","Saurida","undosquamis",512.83608,500,"SL",2.56721600000001
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",307.6524,300,"TL",2.5508
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",307.52931,300,"TL",2.50977
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB198","Pomacentridae","Chromis","viridis",102.50773,100,"TL",2.50773
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB480","Pomacanthidae","Pomacanthus","semicirculatus",410.01404,400,"SL",2.50351000000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB322","Lethrinidae","Lethrinus","variegatus",204.98718,200,"TL",2.49359
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB312","Labridae","Bodianus","axillaris",204.94837,200,"SL",2.47418500000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Acanthuridae","Acanthurus","olivaceus",358.57654,350,"TL",2.45044000000001
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB159","Pomacentridae","Dascyllus","trimaculatus",143.42452,140,"TL",2.44608571428572
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB322","Pomacentridae","Pomacentrus","milleri",102.41919,100,"SL",2.41919
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB197","Chaetodontidae","Chaetodon","lunula",204.83078,200,"TL",2.41539
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB277","Caesionidae","Pterocaesio","tile",307.15029,300,"TL",2.38342999999999
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Labridae","Hologymnosus","annulatus",409.52752,400,"TL",2.38188
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB394","Labridae","Cirrhilabrus","morrisoni",56.30412,55,"SL",2.37112727272727
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB472","Lethrinidae","Lethrinus","ravus",306.95392,300,"SL",2.31797333333333
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB230","Pomacentridae","Pomacentrus","coelestis",92.06766,90,"TL",2.2974
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB334","Labridae","Anampses","melanurus",122.68959,120,"TL",2.241325
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB382","Pomacentridae","Dascyllus","trimaculatus",143.10822,140,"TL",2.22015714285713
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB340","Monacanthidae","Cantherhines","pardalis",255.54935,250,"TL",2.21974
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB198","Pomacentridae","Chromis","viridis",102.18289,100,"TL",2.18289
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB493","Tetraodontidae","Lagocephalus","lunaris",459.7287,450,"SL",2.16193333333333
"2015-09_Dampier.transect_stereoBRUVs","NCB1499","Synodontidae","Saurida","undosquamis",510.76736,500,"SL",2.153472
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB447","Serranidae","Epinephelus","bilobatus",408.56771,400,"TL",2.14192749999999
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB313","Pomacentridae","Pomacentrus","milleri",102.10737,100,"SL",2.10737
"2015-01_Montebello.transect_stereoBRUVs","NCB656","Labridae","Pseudojuloides","severnsi",93.41308,91.5,"SL",2.09079781420764
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB372","Chaetodontidae","Heniochus","monoceros",245.00949,240,"TL",2.0872875
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB493","Tetraodontidae","Feroxodon","multistriatus",398.08181,390,"TL",2.07225897435898
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB181","Chaetodontidae","Chaetodon","lunulatus",142.81819,140,"TL",2.01299285714285
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB159","Balistidae","Sufflamen","fraenatum",387.44512,380,"TL",1.95924210526315
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB459","Chaetodontidae","Heniochus","acuminatus",254.82708,250,"TL",1.930832
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB320","Tetraodontidae","Lagocephalus","lunaris",458.4962,450,"SL",1.88804444444444
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB228","Lethrinidae","Lethrinus","variegatus",203.73582,200,"TL",1.86790999999999
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB153","Pomacentridae","Abudefduf","bengalensis",183.32468,180,"TL",1.84704444444444
"2015-09_Dampier.transect_stereoBRUVs","NCB1450","Synodontidae","Saurida","undosquamis",509.16383,500,"SL",1.832766
"2015-09_Dampier.transect_stereoBRUVs","NCB1490","Tetraodontidae","Canthigaster","axiologus",102.84691,101,"SL",1.82862376237623
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB120","Chaetodontidae","Chaetodon","lunula",203.65131,200,"TL",1.825655
"2015-01_Montebello.transect_stereoBRUVs","NCB709","Acanthuridae","Acanthurus","mata",508.96418,500,"TL",1.792836
"2015-01_Montebello.transect_stereoBRUVs","NCB644","Lethrinidae","Lethrinus","ravus",305.25844,300,"SL",1.75281333333334
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB30","Zanclidae","Zanclus","cornutus",234.00416,230,"TL",1.74093913043479
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB251","Tetraodontidae","Feroxodon","multistriatus",396.73877,390,"TL",1.72788974358974
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB311","Siganidae","Siganus","trispilos",254.21233,250,"TL",1.684932
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Chaetodontidae","Chaetodon","lunula",203.36352,200,"TL",1.68176
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB22","Pomacentridae","Pomacentrus","coelestis",91.47824,90,"TL",1.64248888888889
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB322","Lethrinidae","Lethrinus","variegatus",203.28276,200,"TL",1.64138
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB314","Siganidae","Siganus","doliatus",304.8851,300,"SL",1.62836666666667
"2015-09_Dampier.transect_stereoBRUVs","NCB1477","Synodontidae","Saurida","undosquamis",507.92048,500,"SL",1.584096
"2015-01_Montebello.transect_stereoBRUVs","NCB722","Lethrinidae","Lethrinus","ravus",304.59401,300,"SL",1.53133666666668
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB278","Pomacentridae","Neopomacentrus","azysron",76.10794,75,"TL",1.47725333333333
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB188","Serranidae","Epinephelus","bilobatus",405.85522,400,"TL",1.46380499999999
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB307","Siganidae","Siganus","trispilos",253.54314,250,"TL",1.417256
"2015-09_Dampier.transect_stereoBRUVs","NCB1487","Carangidae","Atule","mate",304.24005,300,"TL",1.41335
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB445","Tetraodontidae","Lagocephalus","lunaris",456.27109,450,"SL",1.39357555555556
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lutjanidae","Lutjanus","carponotatus",405.28808,400,"TL",1.32201999999999
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB120","Chaetodontidae","Chaetodon","lunula",202.58835,200,"TL",1.294175
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB265","Caesionidae","Pterocaesio","tile",303.85751,300,"TL",1.28583666666666
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB131","Acanthuridae","Acanthurus","grammoptilus",354.36409,350,"TL",1.24688285714285
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB549","Labridae","Anampses","lennardi",283.41112,280,"TL",1.21825714285714
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB369","Caesionidae","Pterocaesio","tile",303.58372,300,"TL",1.19457333333334
"2015-01_Montebello.transect_stereoBRUVs","NCB633","Tetraodontidae","Feroxodon","multistriatus",394.65163,390,"TL",1.19272564102564
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Pomacanthidae","Pomacanthus","semicirculatus",404.64974,400,"SL",1.162435
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Lutjanidae","Lutjanus","carponotatus",404.64768,400,"TL",1.16191999999999
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Coris","pictoides",151.73833,150,"TL",1.15888666666666
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB172","Labridae","Cirrhilabrus","temminckii",117.22724,116,"FL",1.05796551724137
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB120","Chaetodontidae","Chaetodon","lunulatus",141.46057,140,"TL",1.04326428571428
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB352","Lethrinidae","Lethrinus","variegatus",201.99802,200,"TL",0.999009999999998
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB459","Chaetodontidae","Heniochus","acuminatus",252.47568,250,"TL",0.990272000000004
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB202","Labridae","Hemigymnus","fasciatus",302.92691,300,"TL",0.975636666666674
"2015-09_Dampier.transect_stereoBRUVs","NCB1456","Synodontidae","Saurida","undosquamis",504.87575,500,"SL",0.975149999999997
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB196","Labridae","Anampses","lennardi",282.72185,280,"TL",0.972089285714292
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB349","Pomacentridae","Pomacentrus","coelestis",90.87227,90,"TL",0.969188888888889
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB369","Caesionidae","Pterocaesio","tile",302.81475,300,"TL",0.938250000000001
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB334","Pomacentridae","Dascyllus","trimaculatus",141.28172,140,"TL",0.915514285714291
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Serranidae","Epinephelus","bilobatus",403.6223,400,"TL",0.905574999999999
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB467","Lethrinidae","Lethrinus","ravus",302.71452,300,"SL",0.904839999999998
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB464","Chaetodontidae","Heniochus","acuminatus",252.24345,250,"TL",0.897379999999998
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB465","Lethrinidae","Lethrinus","ravus",302.69018,300,"SL",0.896726666666666
